restaurant_name,rating,average_price,average _delivery_time,south_indian_or_not,north_indian_or_not,fast_food_or_not,street_food,biryani_or_not,bakery_or_not,,City
Dil Se,3.6,100,36,0,1,1,1,1,0,,Guwahati
Dil Se Desi,4,150,39,0,1,0,0,1,0,,Guwahati
Dil Se EatFit,4,100,26,0,1,0,0,1,0,,Guwahati
Dilbahar Pavbhaji,3.8,100,20,1,1,1,0,0,0,,Guwahati
Diler The Dhaba,3.2,150,52,0,1,1,0,0,0,,Guwahati
Dilip Dabeli,3.9,250,32,0,0,0,1,0,0,,Guwahati
Dilip Fast Food,3.8,150,38,0,0,1,0,0,0,,Guwahati
Dilip Hotel Veg & Non - Veg,3.5,100,18,0,1,0,0,1,0,,Guwahati
Dilip Hotel Veg & Non Veg,3.7,100,16,0,1,0,0,1,0,,Guwahati
Dilkhush Chinese Fast Food,4.1,50,29,0,0,0,0,0,0,,Guwahati
Dilkhush Dabeli & Nasta Center,3.3,150,30,0,0,0,1,0,0,,Guwahati
Dilkhush Dum Biryani,3.9,200,43,0,0,1,0,1,0,,Guwahati
Dilkhush Punjabi Restaurant,4,150,45,0,1,1,0,0,0,,Guwahati
Dilkush Punjabi Dhaba,3.5,150,32,0,1,1,0,1,0,,Guwahati
Dilkush Punjabi Food Express,4.2,150,28,0,0,0,0,0,0,,Guwahati
Dilli 56,4,200,36,0,1,1,0,1,0,,Guwahati
Dilli 6,3.7,200,32,1,1,0,1,0,0,,Guwahati
Dilli Bakehouse By Bangla Sweet House,4,100,16,0,0,1,0,0,1,,Guwahati
Dilli Da Roll,4.2,150,35,0,1,0,0,0,0,,Guwahati
Dilli Da Swaad,4,200,41,0,1,0,0,0,0,,Guwahati
Dilli Darbaar,4.2,250,36,0,1,1,0,0,0,,Guwahati
Dilli Darbar,4,200,37,0,1,0,0,0,0,,Guwahati
Dilli Darbar Family Restaurant,3.8,200,29,0,1,0,0,1,0,,Guwahati
Dilli Ke Mashoor Chhole Bhature,3.6,150,38,0,0,0,1,0,0,,Guwahati
Dilli Ki Hatii,3.3,150,38,0,1,1,1,0,0,,Guwahati
Dilli Ki Rasoi,3.5,100,25,0,1,1,0,0,0,,Guwahati
Dilli Meri Jaan,3.6,150,38,0,1,1,0,0,0,,Guwahati
Dilli Tiffin,3.8,200,47,0,1,0,0,1,0,,Guwahati
Dilli Zaika,4,150,37,0,1,1,0,0,0,,Guwahati
Dilliwala Family Dhaba,4.2,150,34,0,1,1,0,0,0,,Guwahati
Dilliwale Chole Kulche,3.8,200,29,0,1,0,0,0,0,,Guwahati
Dilshad Biryani,4.2,500,30,0,0,0,0,1,0,,Guwahati
Dim Sum Palace,2.9,400,26,0,0,0,0,0,0,,Guwahati
Dimand Pizza,3.8,150,31,0,0,0,0,0,0,,Guwahati
Dimcy Nutri Kulcha,4.2,100,17,0,1,1,0,0,0,,Guwahati
Dimlight Restaurant,3.9,200,25,0,1,1,0,0,0,,Guwahati
Dimmy Food Court,4.1,100,53,0,1,0,0,1,0,,Guwahati
Dimora Saivam Restaurant,4.1,150,32,1,1,0,0,0,0,,Guwahati
Dimpal Chinese,4,350,37,0,0,0,0,0,0,,Guwahati
Dimpi,4.3,200,36,1,1,0,0,1,0,,Guwahati
Dimple Fusion Tadka,4.1,150,20,0,1,1,0,0,0,,Guwahati
Dimple Restaurant,4,100,20,1,1,1,0,0,0,,Guwahati
Dimsim Chinese Point,4.1,100,33,0,0,0,0,0,0,,Guwahati
Do Tell Cafe & Pizzeria,4.3,100,43,0,0,1,0,0,0,,Hyderabad
Doaba's - Food For Every Mood,3.4,150,35,0,0,0,1,0,0,,Hyderabad
Dobbelestein Bakery,4.3,100,23,0,0,1,0,0,1,,Hyderabad
Doctor Food,4.1,200,31,0,0,1,0,0,0,,Hyderabad
Doctor Juice,3.8,100,38,0,0,0,0,0,0,,Hyderabad
Doctors Cafe,4.1,100,49,0,0,1,1,0,0,,Hyderabad
Dogra Restaurant,4.1,100,30,0,1,0,0,0,0,,Hyderabad
Doiwala,4.3,200,43,0,0,0,0,0,0,,Hyderabad
DOJO By Arisan Food Factory,4.3,100,30,0,0,0,0,0,0,,Hyderabad
Dolce Desserts,4.3,200,12,0,0,0,0,0,0,,Hyderabad
Dollar Cafe,3.5,250,40,0,0,1,1,0,0,,Hyderabad
Dollarpie Pizza,4,150,39,0,0,1,0,0,0,,Hyderabad
Dollops,4.3,100,15,0,1,0,0,1,0,,Hyderabad
Dolma Aunty Momos,3.7,100,44,0,0,0,0,0,0,,Hyderabad
Dolma Aunty Momos,3.7,100,45,0,0,0,1,0,0,,Hyderabad
Dolphin Bakes N Ice Cream,4,150,20,0,0,1,0,0,1,,Hyderabad
Dolphin Bakes N Ice Cream,4.4,300,22,0,0,1,0,0,0,,Hyderabad
Dolphin Bakes N Ice Creams,3.9,150,17,0,0,0,0,0,1,,Hyderabad
Dolphin's Family Restaurant,4.1,350,13,1,1,0,0,1,0,,Hyderabad
Dolu's Nice Confectionary,4.3,100,23,0,0,1,0,0,0,,Hyderabad
Dom Antonio,3.2,200,46,0,0,1,0,0,0,,Hyderabad
Domain's Pizza,3.3,150,40,0,0,1,1,0,0,,Hyderabad
Dom'D Pizza,3.5,100,45,0,0,1,0,0,0,,Hyderabad
Domeno Pizza,3.7,200,21,0,0,1,0,0,0,,Hyderabad
Domihut Pizza,4,350,39,0,0,1,0,0,0,,Hyderabad
Dominar Pizza,3.6,200,29,0,0,1,0,0,0,,Hyderabad
Dominator Pizza Shop,3.8,150,54,0,0,1,0,0,0,,Hyderabad
Domin'd Pizza,3.4,150,52,0,0,1,0,0,0,,Hyderabad
Dominec,4.1,300,46,0,0,1,0,0,0,,Hyderabad
Domineo's Pizza,3.1,200,27,0,1,1,0,0,0,,Hyderabad
Domineo's Pizzeria,3.4,300,26,0,0,1,0,0,0,,Hyderabad
Dominer Pizza,3.6,100,39,0,0,1,0,0,0,,Hyderabad
Dominer Pizza,3.8,200,37,0,0,1,0,0,0,,Hyderabad
Domini Pizza,3.8,150,33,0,0,0,0,0,0,,Hyderabad
Dominic Pizza,3.6,100,30,0,0,0,0,0,0,,Hyderabad
Dominic Pizza,3.6,100,49,0,0,0,1,0,0,,Hyderabad
Dominic Pizza,4,100,48,0,0,0,0,0,0,,Hyderabad
Dominic Pizza,4,150,30,0,0,1,0,0,0,,Hyderabad
Dominic Pizza Spot,3.6,100,28,0,0,1,0,0,0,,Hyderabad
Dominice Pizza,2.9,300,34,0,0,0,0,0,0,,Hyderabad
Dominich Pizza,3.9,150,43,0,0,1,0,0,0,,Hyderabad
Dominick Pizza,3.9,200,39,0,0,1,0,0,0,,Hyderabad
Dominick World Pizza,3.3,100,32,0,0,1,0,0,0,,Hyderabad
Dominic's 20-20 Pizza,3.6,150,21,0,0,1,0,0,0,,Hyderabad
Dominics Pizza,3.5,250,39,0,0,1,0,0,0,,Hyderabad
Dominic's Pizza,3.4,400,46,0,0,1,0,0,0,,Hyderabad
Dominic's Pizza,3.7,100,27,0,0,1,0,0,0,,Hyderabad
Dominic's Pizza,4.1,150,33,0,0,1,0,0,0,,Hyderabad
Dominic's Pizza And Fast Food,3.7,100,28,1,0,1,0,0,0,,Hyderabad
Dominix Pizza,3.5,250,46,0,0,1,0,0,0,,Hyderabad
Domink Pizza,3.8,150,34,1,1,0,0,0,0,,Hyderabad
Domino Food Costa,3.9,200,32,0,0,1,0,0,0,,Hyderabad
Domino Pizza,3.3,100,32,0,0,0,0,0,0,,Hyderabad
Dominoes Pizza,3.8,100,47,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.2,500,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.4,150,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.5,100,35,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.6,150,25,0,0,0,0,0,0,,Hyderabad
Domino's Pizza,3.6,250,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.7,200,20,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.7,200,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.8,150,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.8,150,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.8,200,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.8,200,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.9,100,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.9,150,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.9,150,30,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.9,150,35,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,3.9,200,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4,100,20,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4,100,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4,100,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4,100,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4,100,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4,150,30,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4,200,20,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4,200,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4,200,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4,200,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.1,100,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.1,100,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.1,100,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.1,150,20,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.1,150,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.1,200,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.1,200,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.1,250,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.1,300,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.2,100,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.2,100,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.2,100,35,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.2,150,35,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.2,200,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.2,200,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.2,200,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.3,100,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.3,100,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.3,150,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.3,150,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.3,200,20,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.4,200,35,0,0,1,0,0,0,,Hyderabad
Domino's Pizza,4.6,100,25,0,0,1,0,0,0,,Hyderabad
Domino's Pizzeria,3,300,33,0,0,0,0,0,0,,Hyderabad
Dominozz Pizza,4,100,44,0,0,1,0,0,0,,Hyderabad
Domin's Pizza,3.4,50,38,0,0,1,0,0,0,,Hyderabad
Dominus Pizza,3.2,100,36,0,0,0,0,0,0,,Hyderabad
Domi'o Pizza,4,150,35,0,0,1,0,0,0,,Hyderabad
Domio's Pizza - A - 1 Pizza Shop,3.7,300,46,0,0,1,0,0,0,,Hyderabad
Domito's Pizza And Burger,3.3,200,39,0,0,0,0,0,0,,Hyderabad
Domnics Pizza,3.5,100,46,0,0,1,0,0,0,,Hyderabad
Domnic's Pizza,3.4,100,43,0,0,1,0,0,0,,Hyderabad
Domnik Pizza,3.9,150,23,0,0,1,0,0,0,,Hyderabad
Domnik Pizza,4,100,37,0,0,1,0,0,0,,Hyderabad
Dom's Pizza,4,300,33,0,0,1,0,0,0,,Hyderabad
Don Clooney,3.6,200,27,0,0,1,1,0,0,,Hyderabad
Don Giovanni's Good Fellas,4,350,47,0,0,1,0,0,0,,Hyderabad
Donald Cafe,4.1,150,31,1,1,1,0,0,0,,Hyderabad
Donald Hut,3.7,150,34,0,0,1,0,0,0,,Hyderabad
Donato's Pizza,4.1,300,38,0,0,0,0,0,0,,Hyderabad
Doner & Gyros,4.3,200,32,0,0,1,0,0,0,,Hyderabad
Doner & Gyros,4.3,250,19,0,0,1,0,0,0,,Hyderabad
Doner & Gyros,4.3,300,34,0,0,1,0,0,0,,Hyderabad
Doner King,4.2,300,32,0,0,1,0,0,0,,Hyderabad
Donglee,3.9,200,45,0,0,1,0,0,0,,Hyderabad
Donne Biriyani,3.1,150,26,0,1,0,0,1,0,,Hyderabad
Donne Biriyani Adda - Nehru Nagar,4.1,200,25,0,1,0,0,1,0,,Hyderabad
Donne Biriyani Center (DBC),4.1,200,37,1,1,0,0,1,0,,Hyderabad
Donne Biriyani Grand,4,100,52,1,0,0,0,1,0,,Hyderabad
Donne Biriyani Mane,3.9,300,35,1,0,0,0,1,0,,Hyderabad
Donne Biriyani Mane,4,100,45,1,0,0,0,1,0,,Hyderabad
Donne Biriyani Mane,4,300,43,1,0,0,0,1,0,,Hyderabad
Donne Biriyani Mane,4.1,50,45,1,0,0,0,1,0,,Hyderabad
Donne Biryani Adda,3.4,150,49,1,0,0,0,1,0,,Hyderabad
Donne Biryani Adda - RPD Corner Branch,3.6,200,26,0,1,0,0,1,0,,Hyderabad
Donne Biryani Angadi Mane,3.8,150,41,1,0,0,0,1,0,,Hyderabad
Donne Biryani Hatti Mane,4.1,200,44,1,0,0,0,1,0,,Hyderabad
Donne Biryani House,3.1,150,23,0,0,0,0,1,0,,Hyderabad
Donne Biryani House,4.1,400,37,1,0,0,0,1,0,,Hyderabad
Donne Biryani Kuteera,4.1,150,45,1,0,0,0,1,0,,Hyderabad
Donne Biryani Mane,3.7,100,47,0,1,0,0,1,0,,Hyderabad
Donne Biryani Mane,3.8,200,23,0,1,0,0,1,0,,Hyderabad
Donne Biryani Palace,4.1,200,40,1,0,1,0,1,0,,Hyderabad
Donnizzeria- Premium American Pizzas,3.7,100,44,0,0,0,0,0,0,,Hyderabad
Donoto's Pizza,4,150,32,0,0,1,0,0,0,,Hyderabad
Donut Cake Factory,3.7,100,41,0,0,0,0,0,0,,Hyderabad
Donut House,2.9,100,54,0,0,1,0,0,0,,Hyderabad
Donut Worryy,4.1,150,45,1,0,0,0,0,0,,Hyderabad
Donuts And Desserts,4.4,100,19,0,0,0,0,0,0,,Hyderabad
Donut's Pizza,3.8,300,58,0,0,0,0,0,0,,Hyderabad
Donuts Time,4.3,100,33,0,0,1,0,0,0,,Hyderabad
Doon Bakers and Confectioners,4.1,200,18,0,0,1,0,0,1,,Hyderabad
Doon Cakes And Decoration,4.1,150,16,0,0,0,0,0,1,,Hyderabad
Doon Food 24*7,3.6,100,35,0,1,0,0,0,0,,Hyderabad
Doon Food Court,3.7,150,30,1,1,0,0,0,0,,Hyderabad
Doon Greasy Grillzz - A Family Restaurant,3.5,50,42,0,1,1,0,1,0,,Hyderabad
Doon Litti Chokha.com,3.8,200,27,0,1,0,0,0,0,,Hyderabad
Doon Memories,3.7,150,18,1,0,1,1,0,1,,Hyderabad
Doon Mughal,3.8,200,24,0,1,0,0,1,0,,Hyderabad
Doon Pahadi Family Restaurant,3.7,50,27,0,1,0,0,1,0,,Hyderabad
Doon Pizza & Restro,4,200,33,0,1,1,0,1,0,,Hyderabad
Doon Punjabi Chilli,3.4,100,36,0,1,1,0,0,0,,Hyderabad
Doon Punjabi Dhaba,3.7,300,28,0,1,0,0,1,0,,Hyderabad
Doon Punjabi Family Dhaba,4.1,100,25,0,1,0,1,0,0,,Hyderabad
Doon Punjabi Family Kitchen,3.9,150,22,0,1,0,0,0,0,,Hyderabad
Doon Tripple Nine,4.2,100,29,0,1,0,0,1,0,,Hyderabad
Doon Zaika Momo Express,4.2,150,40,0,0,1,0,0,0,,Hyderabad
Door Ka Tandoor,3.7,50,22,0,1,0,0,0,0,,Hyderabad
Door Ka Tandoor,4.1,200,25,0,1,0,0,0,0,,Hyderabad
Door To Door,3.4,150,45,0,1,0,1,1,0,,Hyderabad
Dopamine Infinity,4.1,150,42,0,0,1,0,0,0,,Hyderabad
Dora Cake,3.4,100,34,0,0,0,0,0,1,,Hyderabad
Dormito's Pizza,4.2,200,34,0,0,1,0,0,0,,Hyderabad
D'oro Noto Pizza,3.8,50,29,0,0,1,0,0,0,,Hyderabad
Dos And Donuts,3.5,200,36,0,0,0,0,0,0,,Hyderabad
Dosa - Bombay Street Food,3.8,200,20,1,0,0,0,0,0,,Hyderabad
Dosa & Chutnys,3.6,150,37,1,0,0,0,0,0,,Hyderabad
Dosa & More,3.3,150,22,1,0,0,0,0,0,,Hyderabad
Dosa @ Yum Yum,3.5,150,28,1,0,0,0,0,0,,Hyderabad
Dosa 101+,3.3,150,28,1,0,0,0,0,0,,Hyderabad
Dosa 2.O,3.6,100,27,1,0,0,0,0,0,,Hyderabad
Dosa 36,3.7,100,35,1,0,0,0,0,0,,Hyderabad
Dosa Bites,4,250,37,1,0,0,0,0,0,,Hyderabad
Dosa By Anna,3.6,150,21,1,0,0,0,0,0,,Hyderabad
Dosa Cafe By Hotel Ganga Regency,4.3,100,19,1,0,0,0,0,0,,Hyderabad
Dosa Camp,3.6,50,32,1,0,0,1,0,0,,Hyderabad
Dosa Capital,4,100,26,1,0,0,0,0,0,,Hyderabad
Dosa Coffee,4.2,100,37,1,0,0,0,0,0,,Hyderabad
Dosa Corner,3.7,100,20,1,0,0,0,0,0,,Hyderabad
Dosa Corner,3.7,100,47,1,0,0,0,0,0,,Hyderabad
Dosa Corner,3.7,150,34,1,0,0,0,0,0,,Hyderabad
Dosa Corner,3.8,150,46,1,0,1,0,0,0,,Hyderabad
Dosa Corner,3.9,350,31,1,0,0,0,0,0,,Hyderabad
Dosa Corner,4,200,48,1,0,0,0,0,0,,Hyderabad
Dosa Corner,4.1,150,31,1,1,0,0,0,0,,Hyderabad
Dosa Corner,4.1,200,37,1,0,0,0,0,0,,Hyderabad
Dosa Craft,3.8,50,32,1,0,0,0,0,0,,Hyderabad
Dosa Craft,3.9,150,31,1,0,0,0,0,0,,Hyderabad
Dosa Crush,3.8,100,38,1,0,1,0,0,0,,Hyderabad
Dosa Crush,3.8,150,29,1,0,1,0,0,0,,Hyderabad
Dosa Dlite Restaurant,3.8,150,32,1,1,0,0,0,0,,Hyderabad
Dosa Express,4.3,150,31,1,0,0,0,0,0,,Hyderabad
Dosa Factory,4,100,40,1,0,1,1,0,0,,Hyderabad
Dosa Ghar,4.3,400,30,1,0,0,0,0,0,,Hyderabad
Dosa Home,3.6,200,37,1,1,0,0,0,0,,Hyderabad
Dosa Hot,3.8,100,34,1,0,0,0,0,0,,Hyderabad
Dosa House,3.7,150,23,1,0,0,0,0,0,,Hyderabad
Dosa House,3.7,250,16,1,0,0,0,0,0,,Hyderabad
Dosa House,4,300,33,1,0,0,0,0,0,,Hyderabad
Dosa Hub,3.6,150,20,1,0,1,0,0,0,,Hyderabad
Dosa Hub,4.1,50,27,1,0,0,0,0,0,,Hyderabad
Dosa Hut,2.8,150,45,1,0,0,0,0,0,,Hyderabad
Dosa Hut,3.8,100,15,1,0,0,1,0,0,,Hyderabad
Dosa Hut,4.2,50,29,1,0,1,1,0,0,,Hyderabad
Dosa In House,4.1,100,27,1,0,1,0,0,0,,Hyderabad
Dosa Infinity,3.8,150,30,1,0,0,0,0,0,,Hyderabad
Dosa Infinity Madurai,4,250,32,1,0,0,0,0,0,,Hyderabad
Dosa Junction,2.9,150,43,1,0,0,0,0,0,,Hyderabad
Dosa Junction,3.3,50,36,1,0,0,0,0,0,,Hyderabad
Dosa Junction,3.3,250,39,1,0,1,0,0,0,,Hyderabad
Dosa Junction,4,150,17,1,0,0,0,0,0,,Hyderabad
Dosa Junction,4.1,50,27,1,0,0,0,0,0,,Hyderabad
Dosa Junction 100 Varieties,4,200,26,1,0,0,0,0,0,,Hyderabad
Dosa King,3.4,100,46,1,0,0,0,0,0,,Hyderabad
Dosa King,4,200,39,1,0,0,0,0,0,,Hyderabad
Dosa King,4.3,300,22,1,0,0,0,0,0,,Hyderabad
Dosa Kingdom,3.8,100,45,1,0,0,1,0,0,,Hyderabad
Dosa Lounge,3.9,150,35,1,1,0,0,0,0,,Hyderabad
Dosa Magic,3.3,150,34,1,1,1,1,0,0,,Hyderabad
Dosa Meter By Saraswati,4.1,250,34,1,0,0,0,0,0,,Hyderabad
Dosa Ministry,3.3,200,57,1,0,0,0,0,0,,Hyderabad
Dosa Planet,4.1,150,57,1,1,0,0,0,0,,Hyderabad
Dosa Planet,4.2,200,34,1,1,0,0,0,0,,Hyderabad
Dosa Planet,4.2,250,31,1,0,0,0,0,0,,Hyderabad
Dosa Plaza,3.6,100,31,1,1,0,1,0,0,,Hyderabad
Dosa Plaza,3.7,150,45,1,0,0,1,0,0,,Hyderabad
Dosa Plaza,3.8,150,36,1,1,1,1,0,0,,Hyderabad
Dosa Plaza,3.8,250,21,1,0,1,0,0,0,,Hyderabad
Dosa Plaza,4.2,150,21,1,1,1,0,1,0,,Hyderabad
Dosa Point,3.7,250,43,1,0,0,1,0,0,,Hyderabad
Dosa Point Since 1999,4.1,300,23,1,0,0,1,0,0,,Hyderabad
Dosa Station,3.3,150,31,1,1,0,0,0,0,,Hyderabad
Dosa Swamy,3.7,150,68,1,0,0,0,0,0,,Hyderabad
Dosa Wala,3.3,100,30,1,0,0,0,0,0,,Hyderabad
Dosa Wala,4.3,250,33,1,0,0,0,0,0,,Hyderabad
Dosa Wala - By Mr. A Franchise,3.4,100,36,1,0,0,1,0,0,,Hyderabad
Dosa Wala Food Corner,3.9,150,20,1,0,0,0,0,0,,Hyderabad
Dosa Xpress,4.2,200,29,1,0,0,1,0,0,,Hyderabad
Dosa Yumm,3.9,150,43,1,1,1,1,0,0,,Hyderabad
Dosa.com,4.1,100,32,1,0,0,0,0,0,,Hyderabad
Dosa.In,4.1,150,21,1,0,0,0,0,0,,Hyderabad
Dosa.In,4.2,100,28,1,0,0,0,0,0,,Hyderabad
Dosagram,2.9,100,39,1,0,0,0,0,0,,Hyderabad
Dosaholic - S 3 Food Zone,3.9,200,37,1,0,0,0,0,0,,Hyderabad
Dosai A South Indian Restaurant,4.1,200,32,1,0,0,0,0,0,,Hyderabad
Dosaka - Taste of South,4.1,200,31,1,0,0,0,0,0,,Hyderabad
Dosaka - Taste of South,4.1,200,43,1,0,0,0,0,0,,Hyderabad
Dosaka - Taste of South,4.2,100,26,1,0,0,0,0,0,,Hyderabad
Dosas N More,4.2,250,59,1,0,0,0,0,0,,Hyderabad
Dosawala,3.4,450,40,1,0,1,0,0,0,,Hyderabad
Dose Corner,4,300,24,1,1,0,0,0,0,,Hyderabad
Dosewaligali.com,3.2,150,33,0,0,0,1,0,0,,Hyderabad
Dostea,4.3,350,48,0,0,0,1,0,0,,Hyderabad
Dosthana Biryani Centre,3.3,450,23,0,0,0,0,1,0,,Hyderabad
Dot Eat,4.2,150,38,1,0,1,0,0,0,,Hyderabad
Dou Chi,3.6,100,36,0,0,0,0,0,0,,Hyderabad
Double Delight Pizza Hub,4.1,250,34,0,0,1,0,0,0,,Hyderabad
Double Dhekar,3.8,100,24,0,0,1,1,0,0,,Hyderabad
Double Roti,4.1,100,54,0,0,0,0,0,0,,Hyderabad
Double Shot Coffee Roasters,4.3,100,41,0,0,1,0,0,0,,Hyderabad
Dough & Cream,3.9,200,45,0,0,1,0,0,1,,Hyderabad
Dough As You Like,4.2,100,32,0,0,1,0,0,1,,Hyderabad
Dough Factory By Fresh 'N' Easy,4,50,29,0,0,0,1,0,1,,Hyderabad
Dough Hub Pizza,3.9,200,32,0,0,1,0,0,0,,Hyderabad
Dough Hub Pizza,4,100,42,0,0,1,0,0,0,,Hyderabad
Doughy,3.8,300,27,0,0,0,0,0,1,,Hyderabad
Doveton Cafe,3.9,150,24,1,1,0,0,0,0,,Hyderabad
Down Town,4.2,500,41,0,1,1,0,0,0,,Hyderabad
Down Town,4.4,150,28,0,0,1,0,0,0,,Hyderabad
Down Town Cafe,2.7,200,33,0,0,1,0,0,0,,Hyderabad
Down Town Cafe,4.3,100,29,0,0,1,1,0,0,,Hyderabad
Downtown Cafe,3.9,150,36,1,1,1,0,0,0,,Hyderabad
Downtown Cafe & Bakery,4.1,350,29,0,1,1,0,0,0,,Hyderabad
Downtown Family Restaurant & Cafe,4.1,100,38,0,1,0,0,0,0,,Hyderabad
Downtown Flavours,3.8,100,33,0,1,1,1,0,0,,Hyderabad
Downtown La Pasteleria,4.3,200,23,0,0,0,0,0,1,,Hyderabad
Downtown Multicusine Restaurant,4.1,150,46,0,1,1,0,1,0,,Hyderabad
Downtown Pizza,3,250,44,0,0,1,0,0,0,,Hyderabad
Downtown Pizza,3.7,300,26,0,0,1,0,0,0,,Hyderabad
Downtown Pizza,3.9,100,30,0,0,1,0,0,0,,Hyderabad
Downtown Restaurant,4,150,41,0,1,0,0,1,0,,Hyderabad
Downtown Restro & Cafe,4.2,350,28,0,1,0,0,0,0,,Hyderabad
DP Food Hub,3.2,150,21,1,0,1,0,0,0,,Hyderabad
DP Special,4.4,100,30,0,0,1,0,0,0,,Hyderabad
DP3 Fast Food And Bhojanalya,4.1,100,36,0,1,0,0,0,0,,Hyderabad
DP's The Fast Food Centre,4,100,28,1,0,1,1,0,0,,Hyderabad
Dr Ank,3.7,150,25,0,0,0,0,0,0,,Hyderabad
Dr Bubbles,3.8,200,39,0,0,0,0,0,0,,Hyderabad
Dr Chef,3.5,50,49,0,1,1,1,0,0,,Hyderabad
Dr Deo'z Pizza & Cafe,3.9,100,28,0,0,1,0,0,0,,Hyderabad
Dr Momo,2.7,200,45,0,1,0,0,1,0,,Hyderabad
Dr Momo,4.2,150,26,0,0,1,0,0,0,,Hyderabad
Dr. Bubbles,4.3,100,29,0,0,0,0,0,0,,Hyderabad
Dr. Bubbles- Bubble Tea & Waffles,3.7,200,41,0,0,0,0,0,0,,Hyderabad
Dr. Bubbles Chai Specialist,4.1,200,36,0,0,0,0,0,0,,Hyderabad
Dr. Chai Swad Amrutulya,4,200,29,0,0,0,0,0,0,,Hyderabad
Dr. Diet - Daily Healthy Diet,4.1,150,44,0,1,0,0,1,0,,Hyderabad
Dr. Joos,4.1,100,23,0,0,1,1,0,0,,Hyderabad
Dr. Juice and cafe,3.7,200,17,0,0,1,1,0,0,,Hyderabad
Dr. Poha,3.8,200,44,0,1,1,1,0,0,,Hyderabad
Dragon Ball,3.4,150,35,0,0,1,0,0,0,,Hyderabad
Dragon Bowl,3.9,200,22,0,0,0,0,0,0,,Hyderabad
Dragon Chinese,3.1,200,39,0,0,0,0,0,0,,Hyderabad
Dragon Chinese & Pav Bhaji,4.2,100,24,0,0,1,0,0,0,,Hyderabad
Dragon Express,3.5,100,44,0,0,1,0,0,0,,Hyderabad
Dragon Family Restaurant,4,200,21,0,1,0,0,0,0,,Hyderabad
Dragon Flames,4,100,31,0,0,1,0,0,0,,Hyderabad
Dragon Flames Delivery,4.2,200,32,0,0,0,0,0,0,,Hyderabad
Dragon House - Radisson Jaipur City Center,4.2,100,34,0,0,0,0,0,0,,Hyderabad
Dragon Inn,3.8,100,30,0,0,1,0,0,0,,Hyderabad
Dragon J,3.6,250,25,0,0,1,1,0,0,,Hyderabad
Dragon Momo,4,150,40,0,0,0,0,0,0,,Hyderabad
Dragon Momos,4.3,100,25,0,0,0,0,0,0,,Hyderabad
Dragon Momos By Basseraa,3.1,350,21,0,0,1,0,0,0,,Hyderabad
